27.9345175897,86.2068965517,,,RH,ST,DTFS,SA,,,107,189,296,,,,
26.7711598746,89.6551724138,IR,RMP,,ST,DTFS,SA,,,232,129,361,,,,
25.8725182863,86.2068965517,,RMP,,ST,DTFS,SA,,,108,93,201,,,,
26.2138627656,89.6551724138,IR,,,ST,DTFS,SA,,,243,102,345,,,,
25.9456635319,86.2068965517,,,,ST,DTFS,SA,,,152,94,246,,,,
28.1017067224,86.2068965517,IR,RMP,RH,,DTFS,SA,,,59,193,252,,,,
27.1368861024,86.2068965517,,RMP,RH,,DTFS,SA,,,109,149,258,,,,
27.7882270986,86.2068965517,IR,,RH,,DTFS,SA,,,110,184,294,,,,
26.5761058864,86.2068965517,,,RH,,DTFS,SA,,,153,119,272,,,,
27.0846394984,89.6551724138,IR,RMP,,,DTFS,SA,,,244,145,389,,,,
26.5029606409,86.2068965517,,RMP,,,DTFS,SA,,,154,116,270,,,,
26.9487983281,89.6551724138,IR,,,,DTFS,SA,,,248,134,382,,,,
29.2859630791,86.2068965517,,,,,DTFS,SA,,,179,220,399,,,,
27.258794845,86.2068965517,IR,RMP,RH,ST,,SA,,,60,159,219,,,,
26.192964124,86.2068965517,,RMP,RH,ST,,SA,,,111,101,212,,,,
29.592476489,86.2068965517,IR,,RH,ST,,SA,,,112,224,336,,,,
26.6701497736,86.2068965517,,,RH,ST,,SA,,,155,123,278,,,,
27.359804946,86.2068965517,IR,RMP,,ST,,SA,,,113,169,282,,,,
25.7122953675,86.2068965517,,RMP,,ST,,SA,,,156,86,242,,,,
27.2309299896,86.2068965517,IR,,,ST,,SA,,,157,156,313,,,,
25.4162312783,86.2068965517,,,,ST,,SA,,,180,71,251,,,,
35.3674677813,86.2068965517,IR,RMP,RH,,,SA,,,114,254,368,,,,
31.9435736677,89.6551724138,,RMP,RH,,,SA,,,249,235,484,,,,
32.4242424243,86.2068965517,IR,,RH,,,SA,,,158,238,396,,,,
31.7450365726,86.2068965517,,,RH,,,SA,,,181,234,415,,,,
30.916057123,86.2068965517,IR,RMP,,,,SA,,,159,230,389,,,,
28.9550679206,86.2068965517,,RMP,,,,SA,,,182,214,396,,,,
28.7077673285,86.2068965517,IR,,,,,SA,,,183,207,390,,,,
24.8659003832,86.2068965517,,,,,,SA,,,195,52,247,,,,
27.2762103797,86.2068965517,IR,RMP,RH,ST,DTFS,,,,61,164,225,,,,
23.5597352839,86.2068965517,,RMP,RH,ST,DTFS,,,,115,15,130,,,,
27.6001393243,86.2068965517,IR,,RH,ST,DTFS,,,,116,175,291,,,,
26.2626262626,86.2068965517,,,RH,ST,DTFS,,,,160,105,265,,,,
25.6809474051,89.6551724138,IR,RMP,,ST,DTFS,,,,245,85,330,,,,
23.2810867294,86.2068965517,,RMP,,ST,DTFS,,,,161,12,173,,,,
27.3772204807,86.2068965517,IR,,,ST,DTFS,,,,162,170,332,,,,
25.8655520725,86.2068965517,,,,ST,DTFS,,,,184,92,276,,,,
28.4360849878,86.2068965517,IR,RMP,RH,,DTFS,,,,117,198,315,,,,
24.973876698,86.2068965517,,RMP,RH,,DTFS,,,,163,58,221,,,,
28.8505747126,86.2068965517,IR,,RH,,DTFS,,,,164,212,376,,,,
