48.7068965517;72.4137931034;IR-RH-ST-DTFS-SD-fAHP--
49.2816091954;82.7586206897;RMP-RH-ST-DTFS-SD-fAHP--
48.5632183908;65.5172413793;IR-RMP-RH-SA-SD-fAHP--
46.5517241379;75.8620689655;IR-RMP-ST-SA-SD-fAHP--
53.3045977011;65.5172413793;IR-RH-ST-SA-SD-fAHP--
53.7356321839;75.8620689655;RMP-RH-ST-SA-SD-fAHP--
54.3103448276;72.4137931034;IR-RMP-DTFS-SA-SD-fAHP--
51.867816092;72.4137931034;IR-RH-DTFS-SA-SD-fAHP--
51.1494252873;62.0689655172;RMP-RH-DTFS-SA-SD-fAHP--
56.3218390805;65.5172413793;IR-ST-DTFS-SA-SD-fAHP--
53.8793103448;82.7586206897;RMP-ST-DTFS-SA-SD-fAHP--
52.8735632184;75.8620689655;RH-ST-DTFS-SA-SD-fAHP--
55.316091954;68.9655172414;IR-RMP-RH-ST-DTFS-SA-SD-
56.3218390805;79.3103448276;IR-RMP-RH-ST-DTFS-SA-fAHP-
46.2643678161;65.5172413793;IR-RMP-RH-ST-DTFS-SD-fAHP-
47.4137931034;65.5172413793;IR-RMP-RH-ST-SA-SD-fAHP-
51.5804597701;68.9655172414;IR-RMP-RH-DTFS-SA-SD-fAHP-
46.6954022988;62.0689655172;IR-RMP-ST-DTFS-SA-SD-fAHP-
55.316091954;72.4137931034;IR-RH-ST-DTFS-SA-SD-fAHP-
53.7356321839;65.5172413793;RMP-RH-ST-DTFS-SA-SD-fAHP-
49.7126436782;75.8620689655;IR-RMP-RH-ST-DTFS-SA-SD-fAHP-
